COC1=CC=C(C=C1)C2=NC(=C([NH]2)C3=CC=CC=C3)C4=CC=CC=C4,true
CC1=C(C=CC=C1N=C=O)N=C=O,true
OCCC1=C[N](N=O)C2=CC=CC=C12,true
[O-][N+](=O)C1=CC(=CS1)C(=O)NC2=CC(=CC=C2)Br,true
CN(N=O)C1=CC=CC=C1,true
CN2C1=C(C=CC=C1)C(=O)C3=C2C4=C(C=C3O)OC(C4)C5(C)CO5,true
CS(=O)(=O)NC1=CC=C(C=C1)NC3=C2C=CC=CC2=NC4=CC=CC=C34,true
[O-][N+](=O)C1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl,true
OC1=C(C=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,true
C[N]2C(=NC3=C1N=CC=NC1=C(C)C(=C23)C)N,true
CSC1=C(C(=C(C(=C1)SC)N)C)N,true
OC1=CC4=C(C=C1)C3=CC2=CC=CC=C2C=C3C5=CC=CC=C45,true
CC(=O)C(Br)=C,true
NCCNCCNCCN,true
CN(C)C1=CC=C(C=C1)CCO,true
COC4=CC(=O)C3=C2[NH]C1=CC=NC=C1C2=CN=C3C4=O,true
N1C3C1C2=CSC=C2C4=CSC=C34,true
CC1=C(C=C(C(=C1)N=NC2=CC=CC=C2)N)N,true
NC3=CC2=NC1=CC(=CC=C1C=C2C=C3)N,true
[O-][N+](=O)C3=C1CCC2=CC=CC(=C12)C=C3,true
NC1=CC=C(C=C1)C=CC2=CC=C(C=C2)[N+]([O-])=O,true
COC(=O)C1(OC1(C)C(O)C(C)C)C(N)=O,true
CC(I)C1OCC(CO)O1,true
CN(C)CCNC(=O)C3=C2N=C1C=CC=CC1=NC2=CC=C3,true
CC1=C(C=C(C=C1)N)C,true
CC1=C3C(=CC=N1)C2=CC=CC=C2[NH]3,true
OC1CN(CCO1)N=O,true
[O-][N+](=O)C1=C(C=CC=C1)C(Cl)=O,true
ClCCOP(OCCCl)OCCCl,true
COC(=O)NC2=NC1=CC=CC=C1[NH]2,true
CCOC(=O)N(CCCC(=O)C1=CN=CC=C1)N=O,true
C1CSCCS1,true
NC1=CC=C(C=C1)C2=CC=C(C=C2)Cl,true
NNC2=C1C=CC=CC1=C(N=N2)NN,true
C[N]3C(=NC4=CC=C2C=CC1=CC=C(O)C=C1C2=C34)C,true
CC(=O)OC1=CC=C(C=C1)CCl,true
NC1=CC=C(C=C1)OC2=CC=C(C=C2)[N+]([O-])=O,true
[O-][N+](=O)C1=CC=C(C=C1)C2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O,true
COC1=C(C=CC=C1)[N+]([O-])=O,true
C1=CC2=C(C=C1)C4=C(C=C2)C3=NC=CC=C3C=C4,true
OC2=C3C=CC4=CC=C(C5=C1C=CC=CC1=C(C=C2)C3=C45)[N+]([O-])=O,true
[O-][N+](=O)C1=CC(=C(C(=C1)[N+]([O-])=O)Cl)[N+]([O-])=O,true
[O-][N+](=O)C1=C3C(=CC=C1)C2=CC=CC=C2C(O3)=O,true
CC3=C2C1=CC=CC=C1C=CC2=C(C4=CC=CC=C34)CO,true
CC3=C2C=CC1=CC=CC=C1C2=CC4=CC=CC=C34,true
CC1=CC=C(C=C1)S(=O)(=O)OCC2=CC=C(C=C2)[N+]([O-])=O,true
CN1CCN(CC1)C5=CC(=O)C2=C(C4=C(C(=N2)C)C3=CC=CC=C3[NH]4)C5=O,true
CC1=C(C3=C(C=C1)C(=O)C2=C(C=CC=C2)C3=O)O,true
